timestamp,gyroscopeX,gyroscopeY,gyroscopeZ,accelerometerX,accelerometerY,accelerometerZ,magnetometerX,magnetometerY,magnetometerZ,kinematicsX,kinematicsY,kinematicsZ
1402239074957,-2.682926829268293,1.9512195121951221,0.7317073170731708,0.029296875,-0.033203125,0.998046875,0,0,0,-1.4,-2.3,20
1402239074969,-2.1951219512195124,-3.9024390243902443,-1.4634146341463417,0.072265625,-0.029296875,0.994140625,0,0,0,-1.4,-2.3,20
1402239074979,-1.9512195121951221,-3.9024390243902443,-1.4634146341463417,0.07421875,-0.03125,0.9921875,0,0,0,-2.1,-4.7,23
1402239074990,-1.707317073170732,-3.9024390243902443,-1.707317073170732,0.07421875,-0.033203125,0.9921875,0,0,0,-2.2,-4.8,23
1402239075000,-1.4634146341463417,-3.9024390243902443,-1.9512195121951221,0.076171875,-0.03125,0.994140625,0,0,0,-2.2,-4.8,23
1402239075012,-1.2195121951219514,-3.658536585365854,-1.9512195121951221,0.078125,-0.02734375,0.990234375,0,0,0,-2.2,-4.9,23
1402239075023,-1.2195121951219514,-3.1707317073170733,-1.9512195121951221,0.08203125,-0.02734375,0.99609375,0,0,0,-2.2,-4.9,23
1402239075033,-1.2195121951219514,-2.439024390243903,-1.9512195121951221,0.08203125,-0.029296875,0.998046875,0,0,0,-2.2,-4.9,23
1402239075045,-1.4634146341463417,-1.9512195121951221,-1.707317073170732,0.083984375,-0.037109375,1,0,0,0,-2.2,-4.9,23
1402239075056,-1.9512195121951221,-1.4634146341463417,-1.4634146341463417,0.087890625,-0.04296875,1,0,0,0,-2.2,-5,23
1402239075067,-2.1951219512195124,-0.9756097560975611,-0.9756097560975611,0.087890625,-0.04296875,0.998046875,0,0,0,-2.3,-5,23
1402239075078,-2.439024390243903,-0.7317073170731708,-0.48780487804878053,0.09375,-0.04296875,0.99609375,0,0,0,-2.3,-5,23
1402239075089,-2.1951219512195124,-0.7317073170731708,0,0.095703125,-0.041015625,0.99609375,0,0,0,-2.3,-5,23
1402239075100,-1.9512195121951221,-0.7317073170731708,0.48780487804878053,0.095703125,-0.0390625,0.99609375,0,0,0,-2.3,-5,23
1402239075111,-1.707317073170732,-0.48780487804878053,0.7317073170731708,0.09375,-0.041015625,0.9921875,0,0,0,-2.4,-5,23
1402239075122,-1.4634146341463417,-0.48780487804878053,1.2195121951219514,0.08984375,-0.04296875,0.994140625,0,0,0,-2.4,-5,23
1402239075134,-0.7317073170731708,-0.24390243902439027,1.707317073170732,0.08984375,-0.04296875,0.99609375,0,0,0,-2.4,-5,23
