timestamp,gyroscopeX,gyroscopeY,gyroscopeZ,accelerometerX,accelerometerY,accelerometerZ,magnetometerX,magnetometerY,magnetometerZ,kinematicsX,kinematicsY,kinematicsZ
1402239090433,1.707317073170732,0.9756097560975611,-0.7317073170731708,-0.033203125,0.041015625,1.01171875,0,0,0,1.5,1.9,25
1402239090445,-1.2195121951219514,-1.9512195121951221,-0.48780487804878053,-0.046875,0.00390625,1.015625,0,0,0,0.5,2.1,31
1402239090456,-0.9756097560975611,-1.9512195121951221,-0.24390243902439027,-0.044921875,0.005859375,1.01171875,0,0,0,0.5,2.1,31
1402239090467,-0.48780487804878053,-2.1951219512195124,-0.24390243902439027,-0.044921875,0.0078125,1.005859375,0,0,0,0.5,2.1,31
1402239090478,0,-1.9512195121951221,-0.24390243902439027,-0.044921875,0.009765625,1.001953125,0,0,0,0.5,2.1,31
1402239090489,0.24390243902439027,-1.707317073170732,-0.48780487804878053,-0.046875,0.009765625,1.001953125,0,0,0,0.5,2.1,31
1402239090500,0.7317073170731708,-1.2195121951219514,-0.48780487804878053,-0.048828125,0.009765625,1.00390625,0,0,0,0.5,2.1,31
1402239090511,1.2195121951219514,-0.9756097560975611,-0.48780487804878053,-0.046875,0.009765625,1.005859375,0,0,0,0.5,2.1,31
1402239090522,1.2195121951219514,-0.48780487804878053,-0.48780487804878053,-0.04296875,0.009765625,1.005859375,0,0,0,0.5,2,31
1402239090533,1.4634146341463417,-0.48780487804878053,-0.24390243902439027,-0.041015625,0.0078125,1.00390625,0,0,0,0.5,2,31
1402239090544,1.4634146341463417,-0.48780487804878053,0,-0.037109375,0.01171875,1.001953125,0,0,0,0.5,2,31
1402239090555,1.2195121951219514,-0.24390243902439027,0.24390243902439027,-0.03515625,0.01171875,1,0,0,0,0.5,2,31
1402239090566,1.2195121951219514,-0.24390243902439027,0.24390243902439027,-0.033203125,0.009765625,1.00390625,0,0,0,0.6,2,31
1402239090577,0.9756097560975611,-0.24390243902439027,0.48780487804878053,-0.033203125,0.0078125,1.00390625,0,0,0,0.6,2,31
1402239090588,0.9756097560975611,-0.24390243902439027,0.7317073170731708,-0.03515625,0.0078125,1.00390625,0,0,0,0.6,2,31
1402239090599,0.7317073170731708,-0.24390243902439027,0.7317073170731708,-0.037109375,0.01171875,1.00390625,0,0,0,0.6,2,31
1402239090610,0.7317073170731708,-0.24390243902439027,0.9756097560975611,-0.0390625,0.01171875,1.001953125,0,0,0,0.6,2,31
1402239090621,0.48780487804878053,-0.24390243902439027,0.9756097560975611,-0.041015625,0.013671875,1,0,0,0,0.6,2,31
1402239090632,0.7317073170731708,0,0.7317073170731708,-0.04296875,0.015625,1,0,0,0,0.6,2,31
1402239090643,0.48780487804878053,0,0.7317073170731708,-0.0390625,0.015625,0.998046875,0,0,0,0.6,2,31
1402239090654,0.48780487804878053,0,0.48780487804878053,-0.037109375,0.013671875,1,0,0,0,0.6,2,31
1402239090665,0.24390243902439027,0.24390243902439027,0.24390243902439027,-0.0390625,0.015625,0.998046875,0,0,0,0.6,2,31
1402239090676,0.24390243902439027,0.24390243902439027,0.24390243902439027,-0.041015625,0.017578125,0.994140625,0,0,0,0.6,2,31
1402239090687,0.24390243902439027,0.24390243902439027,0,-0.04296875,0.017578125,0.994140625,0,0,0,0.7,2,31
1402239090699,0.24390243902439027,0.48780487804878053,-0.24390243902439027,-0.044921875,0.015625,0.990234375,0,0,0,0.7,2.1,31
1402239090710,0.24390243902439027,0.48780487804878053,-0.24390243902439027,-0.04296875,0.015625,0.9921875,0,0,0,0.7,2.1,31
1402239090721,0.24390243902439027,0.48780487804878053,-0.48780487804878053,-0.041015625,0.013671875,0.990234375,0,0,0,0.7,2.1,31
1402239090732,0.24390243902439027,0.24390243902439027,-0.48780487804878053,-0.0390625,0.017578125,0.986328125,0,0,0,0.7,2.1,31
1402239090743,0.24390243902439027,0,-0.48780487804878053,-0.0390625,0.01953125,0.986328125,0,0,0,0.7,2.1,31
1402239090754,0,0,-0.7317073170731708,-0.041015625,0.025390625,0.990234375,0,0,0,0.7,2.1,31
1402239090765,0,0,-0.7317073170731708,-0.041015625,0.02734375,0.994140625,0,0,0,0.7,2.1,31
1402239090776,-0.24390243902439027,-0.24390243902439027,-0.7317073170731708,-0.037109375,0.025390625,1,0,0,0,0.7,2.1,31
1402239090788,-0.9756097560975611,-0.48780487804878053,-0.48780487804878053,-0.033203125,0.01953125,1.00390625,0,0,0,0.7,2.1,31
1402239090799,-1.4634146341463417,-0.7317073170731708,-0.24390243902439027,-0.03125,0.017578125,1.00390625,0,0,0,0.7,2.1,31
1402239090810,-2.1951219512195124,-0.7317073170731708,0,-0.03515625,0.017578125,1,0,0,0,0.7,2.1,31
1402239090821,-2.682926829268293,-0.7317073170731708,0,-0.0390625,0.01953125,1,0,0,0,0.6,2.1,31
1402239090832,-2.9268292682926833,-0.48780487804878053,0,-0.0390625,0.0234375,1.00390625,0,0,0,0.6,2.1,31
1402239090843,-2.682926829268293,-0.48780487804878053,0,-0.037109375,0.0234375,1.005859375,0,0,0,0.6,2,31
1402239090854,-2.682926829268293,-0.48780487804878053,0,-0.0390625,0.0234375,1.0078125,0,0,0,0.6,2,31
1402239090865,-2.682926829268293,-0.24390243902439027,0,-0.041015625,0.01953125,1.005859375,0,0,0,0.5,2,31
1402239090876,-2.682926829268293,-0.24390243902439027,0.24390243902439027,-0.037109375,0.015625,1.005859375,0,0,0,0.5,2,31
