timestamp,gyroscopeX,gyroscopeY,gyroscopeZ,accelerometerX,accelerometerY,accelerometerZ,magnetometerX,magnetometerY,magnetometerZ,kinematicsX,kinematicsY,kinematicsZ
1402239129890,3.658536585365854,-1.9512195121951221,0.9756097560975611,-0.7265625,-0.041015625,0.712890625,0,0,0,-3.8,43.7,47
1402239129902,-0.48780487804878053,-1.4634146341463417,0.24390243902439027,0.0078125,-0.03125,0.978515625,0,0,0,-3.8,43.7,47
1402239129914,-0.24390243902439027,-0.7317073170731708,0.24390243902439027,0.00390625,-0.03515625,0.974609375,0,0,0,-2.1,-0.6,48
1402239129925,0,0.24390243902439027,0.48780487804878053,0.001953125,-0.033203125,0.966796875,0,0,0,-2.1,-0.6,48
1402239129936,0.24390243902439027,0.48780487804878053,0.7317073170731708,0.0078125,-0.03125,0.962890625,0,0,0,-2.1,-0.6,48
1402239129947,0.7317073170731708,0.9756097560975611,0.9756097560975611,0.01171875,-0.029296875,0.95703125,0,0,0,-2.1,-0.6,48
1402239129958,1.2195121951219514,1.4634146341463417,1.2195121951219514,0.005859375,-0.033203125,0.962890625,0,0,0,-2.1,-0.6,48
1402239129969,1.4634146341463417,1.9512195121951221,1.4634146341463417,0.005859375,-0.033203125,0.970703125,0,0,0,-2.1,-0.5,48
1402239129980,2.1951219512195124,2.1951219512195124,1.9512195121951221,0.0078125,-0.03125,0.974609375,0,0,0,-2.1,-0.5,48
1402239129991,2.9268292682926833,2.682926829268293,2.1951219512195124,0.0078125,-0.029296875,0.9765625,0,0,0,-2,-0.5,48
1402239130002,3.1707317073170733,3.414634146341464,2.682926829268293,0.005859375,-0.0234375,0.974609375,0,0,0,-2,-0.4,48
1402239130013,3.658536585365854,4.146341463414634,2.9268292682926833,0.005859375,-0.01953125,0.98046875,0,0,0,-2,-0.4,48
1402239130023,3.658536585365854,4.878048780487806,3.414634146341464,0.005859375,-0.01953125,0.98828125,0,0,0,-1.9,-0.3,48
1402239130034,3.414634146341464,5.609756097560976,3.658536585365854,0.005859375,-0.0234375,0.994140625,0,0,0,-1.9,-0.3,48
1402239130045,2.9268292682926833,6.341463414634147,3.9024390243902443,0.001953125,-0.025390625,0.99609375,0,0,0,-1.9,-0.2,48
1402239130056,2.439024390243903,6.829268292682928,4.634146341463415,0,-0.02734375,0.998046875,0,0,0,-1.8,-0.1,48
1402239130067,2.439024390243903,7.317073170731708,5.121951219512195,-0.001953125,-0.029296875,0.990234375,0,0,0,-1.8,-0.1,48
1402239130078,2.439024390243903,7.073170731707318,5.609756097560976,0,-0.0234375,0.990234375,0,0,0,-1.8,0,48
1402239130089,3.1707317073170733,6.829268292682928,6.097560975609757,0.00390625,-0.017578125,0.986328125,0,0,0,-1.7,0.1,48
1402239130100,3.658536585365854,6.585365853658537,6.341463414634147,0.001953125,-0.017578125,0.986328125,0,0,0,-1.7,0.2,48
1402239130111,3.9024390243902443,6.341463414634147,6.829268292682928,0,-0.0234375,0.986328125,0,0,0,-1.6,0.2,48
1402239130122,4.146341463414634,6.097560975609757,6.829268292682928,0,-0.025390625,0.990234375,0,0,0,-1.6,0.3,48
1402239130133,3.9024390243902443,5.853658536585367,7.073170731707318,0,-0.025390625,0.9921875,0,0,0,-1.5,0.4,48
1402239130144,3.658536585365854,5.609756097560976,7.073170731707318,-0.00390625,-0.0234375,0.99609375,0,0,0,-1.5,0.4,48
1402239130155,3.414634146341464,5.609756097560976,6.829268292682928,-0.009765625,-0.0234375,1,0,0,0,-1.5,0.5,48
1402239130166,3.1707317073170733,5.365853658536586,6.585365853658537,-0.013671875,-0.021484375,1,0,0,0,-1.4,0.5,47
1402239130177,3.1707317073170733,5.365853658536586,6.341463414634147,-0.01953125,-0.021484375,1.00390625,0,0,0,-1.4,0.6,47
1402239130188,2.9268292682926833,5.121951219512195,5.853658536585367,-0.021484375,-0.021484375,1.00390625,0,0,0,-1.4,0.7,47
1402239130199,2.9268292682926833,4.634146341463415,5.609756097560976,-0.021484375,-0.01953125,1.00390625,0,0,0,-1.3,0.7,47
1402239130210,2.9268292682926833,4.390243902439025,5.121951219512195,-0.0234375,-0.013671875,1.00390625,0,0,0,-1.3,0.8,47
1402239130220,2.9268292682926833,4.390243902439025,5.121951219512195,-0.0234375,-0.013671875,1.00390625,0,0,0,-1.3,0.8,47
1402239130231,2.682926829268293,3.414634146341464,4.146341463414634,-0.021484375,-0.01171875,1.005859375,0,0,0,-1.2,0.9,47
1402239130242,2.1951219512195124,2.439024390243903,3.414634146341464,-0.025390625,-0.017578125,1.005859375,0,0,0,-1.2,0.9,47
1402239130252,1.707317073170732,1.707317073170732,2.9268292682926833,-0.029296875,-0.017578125,1.0078125,0,0,0,-1.2,0.9,47
1402239130264,1.4634146341463417,0.9756097560975611,2.439024390243903,-0.02734375,-0.017578125,1.0078125,0,0,0,-1.2,1,47
1402239130275,1.2195121951219514,0.24390243902439027,1.9512195121951221,-0.029296875,-0.015625,1.009765625,0,0,0,-1.1,1,47
1402239130286,1.2195121951219514,-0.48780487804878053,1.4634146341463417,-0.029296875,-0.009765625,1.009765625,0,0,0,-1.1,1,47
1402239130297,1.2195121951219514,-1.2195121951219514,0.7317073170731708,-0.029296875,-0.00390625,1.009765625,0,0,0,-1.1,1,47
1402239130308,0.7317073170731708,-1.9512195121951221,0.24390243902439027,-0.02734375,-0.005859375,1.0078125,0,0,0,-1.1,1,47
1402239130319,0.48780487804878053,-2.682926829268293,0,-0.02734375,-0.009765625,1.0078125,0,0,0,-1.1,0.9,47
